key,tables,label1,label2,l2d,label3,label4,shortDesc,sign,unit,tipTitle,mainTip,teamTip,playerTip
rc3Fgm,"pgps,taps,paps,tgps",FGM,RC3 FGM,1,Right Corner 3s FGM,Right Corner 3s FGM,NA,pos,int,Right Corner 3s Field Goals Made,Field goals made on right corner 3-pointers.,NA,NA
re2FgPct,"pgps,taps,paps,tgps",FG%,RE2 FG%,1,Right Elbow 2s FG%,Right Elbow 2s FG%,NA,pos,pct,Right Elbow 2s Field Goal Percentage,Field goal percentage on right elbow 2-pointers.,NA,NA
re2Fga,"pgps,taps,paps,tgps",FGA,RE2 FGA,1,Right Elbow 2s FGA,Right Elbow 2s FGA,NA,pos,int,Right Elbow 2s Field Goal Attempts,Field goal attempts on right elbow 2-pointers.,NA,NA
re2FgaFreq,"pgps,taps,paps,tgps",FGA%,RE2 FGA%,1,Right Elbow 2s FGA%,Right Elbow 2s FGA%,NA,pos,pct,Right Elbow 2s Field Goal Attempt Frequency,Percentage of shots taken as right elbow 2-pointers.,NA,NA
re2FgaP100,"taps,paps",FGA/100,RE2 FGA/100,1,Right Elbow 2s FGA / 100 Poss,Right Elbow 2s FGA / 100 Poss,NA,pos,num,Right Elbow 2s Field Goal Attempts / 100 Possessions,Field goal attempts on right elbow 2-pointers per 100 possessions played.,NA,NA
re2FgaP40,"taps,paps",FGA/40,RE2 FGA/40,1,Right Elbow 2s FGA / 40 Mins,Right Elbow 2s FGA / 40 Mins,NA,pos,num,Right Elbow 2s Field Goal Attempts / 40 Minutes,Field goal attempts on right elbow 2-pointers per 40 minutes played.,NA,NA
re2FgaPg,"taps,paps",FGA/G,RE2 FGA/G,1,Right Elbow 2s FGA / Game,Right Elbow 2s FGA / Game,NA,pos,num,Right Elbow 2s Field Goal Attempts / Game,Field goal attempts on right elbow 2-pointers per game.,NA,NA
re2Fgm,"pgps,taps,paps,tgps",FGM,RE2 FGM,1,Right Elbow 2s FGM,Right Elbow 2s FGM,NA,pos,int,Right Elbow 2s Field Goals Made,Field goals made on right elbow 2-pointers.,NA,NA
reb,"tgs,gfl,pas,tas,pgs,lu,oo",REB,REB,1,Rebounds,Total Rebounds,NA,pos,int,Total Rebounds,The total number of rebounds grabbed.,NA,NA
rebAgst,"tgs,gfl,pas,pgs",REB,REB AGST,1,Opponent Rebounds,Opponent Rebounds,NA,neg,int,Opponent Rebounds,The total number of rebounds by the opponent.,NA,NA
rebChnc,lu,CHNC,REB CHNC,1,REB Chances,REB Chances,NA,pos,int,Rebounding Chances,NA,Total combined number of rebounds grabbed by the team and allowed to the opponent.,NA
rebP100,"pas,tas,lu,oo",REB/100,REB/100,1,Rebs / 100 Poss,Total Rebounds / 100 Poss,NA,pos,num,Total Rebounds / 100 Poss,An estimate of the number of rebounds per 100 possessions played.,NA,NA
rebP40,"pas,tas,lu,oo",REB/40,REB/40,1,Rebs / 40 Mins,Total Rebounds / 40 Mins,NA,pos,num,Total Rebounds / 40 Mins,The number of rebounds per 40 minutes played.,NA,NA
rebPct,"pgps,tgs,pas,tas,pgs,lu,oo",REB%,REB%,1,Rebound Pct,Rebound Percentage,NA,pos,pct,Rebounding Percentage,NA,Percentage of total rebound chances (team rebounds plus opponent rebounds) that were rebounded by the team.,An estimate of the percentage of available rebounds a player grabbed while he was on the floor.
rebPg,"pas,tas",REB/G,REB/G,1,Rebs / Game,Total Rebounds / Game,NA,pos,num,Total Rebounds / Game,The number of rebounds per game.,NA,NA
rebTm,"pas,pgs",NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA
rim3sAst,"pgps,paps",AST,Rim + 3s AST,1,At Rim + 3s Assists,At The Rim + 3s Assists,NA,pos,int,At The Rim + 3s Assists,The total number of assists where the shooter scored either at the rim (within 4.5 feet of the basket) or on a three pointer.,NA,NA
rim3sAstP40,pgps,AST/40,Rim + 3s AST/40,1,At Rim + 3s Assists / 40 Mins,At The Rim + 3s Assists / 40 Mins,NA,pos,num,At The Rim + 3s Assists / 40 Mins,"The total number of assists per 40 minutes where the shooter scored either at the rim (within 4.5 feet of the basket), or on a three pointer.",NA,NA
rim3sAstdPct,"pgps,taps,paps,tgps",ASTD%,Rim + 3s ASTD%,1,At Rim + 3s Assisted Pct,At The Rim + 3s Assisted Pct,NA,pos,pct,At The Rim + 3s Assisted Percentage,The percentage of shots made either at the rim (within 4.5 feet of the basket) or on a three pointer that were assisted.,NA,NA
rim3sEfgPct,"pgps,taps,paps,tgps",eFG%,Rim + 3s eFG%,1,At Rim + 3s eFG%,At The Rim + 3s eFG%,NA,pos,pct,At The Rim + 3s Effective Field Goal Percentage,Effective field goal percentage on shots at the rim (within 4.5 feet of the basket) as well as three pointers.,NA,NA
rim3sFgPct,"pgps,taps,paps,tgps",FG%,Rim + 3s FG%,1,At Rim + 3s FG%,At The Rim + 3s FG%,NA,pos,pct,At The Rim + 3s Field Goal Percentage,Field goal percentage on shots at the rim (within 4.5 feet of the basket) as well as three pointers.,NA,NA
rim3sFga,"pgps,taps,paps,tgps",FGA,Rim + 3s FGA,1,At Rim + 3s FGA,At The Rim + 3s FGA,NA,pos,int,At The Rim + 3s Field Goal Attempts,Field goal attempts at the rim (within 4.5 feet of the basket) and on three pointers.,NA,NA
rim3sFgaFreq,"pgps,taps,paps,tgps",FGA%,Rim + 3s FGA%,1,At Rim + 3s FGA%,At The Rim + 3s FGA%,NA,pos,pct,At The Rim + 3s Field Goal Attempt Frequency,Percentage of shots taken either at the rim (within 4.5 feet of the basket) or as a three pointer.,NA,NA
rim3sFgaP100,"taps,paps",FGA/100,Rim + 3s FGA/100,1,At Rim + 3s FGA / 100,At The Rim + 3s FGA / 100 Poss,NA,pos,num,At The Rim + 3s Field Goal Attempts / 100 Possessions,"Field goal attempts either at the rim (within 4.5 feet of the basket) or on three pointers, per 100 possessions played.",NA,NA
rim3sFgaP40,"taps,paps",FGA/40,Rim + 3s FGA/40,1,At Rim + 3s FGA / 40,At The Rim + 3s FGA / 40 Mins,NA,pos,num,At The Rim + 3s Field Goal Attempts / 40 Minutes,"Field goal attempts either at the rim (within 4.5 feet of the basket) or on three pointers, per 40 minutes played.",NA,NA
rim3sFgaPg,"taps,paps",FGA/G,Rim + 3s FGA/G,1,At Rim + 3s FGA / Game,At The Rim + 3s FGA / Game,NA,pos,num,At The Rim + 3s Field Goal Attempts / Game,"Field goal attempts either at the rim (within 4.5 feet of the basket) or on three pointers, per game.",NA,NA
rim3sFgm,"pgps,taps,paps,tgps",FGM,Rim + 3s FGM,1,At Rim + 3s FGM,At The Rim + 3s FGM,NA,pos,int,At The Rim + 3s Field Goals Made,Field goals made either at the rim (within 4.5 feet of the basket) or on three pointers.,NA,NA
rim3sFgmA,"pgps,taps,paps,tgps",aFGM,Rim + 3s aFGM,1,At Rim + 3s Assisted FGM,At The Rim + 3s Assisted FGM,NA,pos,int,At The Rim + 3s Assisted FGM,NA,The total number of assisted shots made at the rim and on three pointers made by the team.,The total number of assisted shots made at the rim and on three pointers made by the player.
rim3sFgmAP100,"taps,paps",aFGM/100,Rim + 3s aFGM/100,1,At Rim + 3s Assisted FGM / 100 Poss,At The Rim + 3s Assisted FGM / 100 Poss,NA,pos,num,At The Rim + 3s Assisted FGM / 100 Poss,NA,"The number of assisted shots made at the rim (within 4.5 feet of the basket) and on three pointers made by the team, per 100 possessions played.","The number of assisted shots made at the rim (within 4.5 feet of the basket) and on three pointers made by the player, per 100 possessions played."
rim3sFgmAP40,"taps,paps",aFGM/40,Rim + 3s aFGM/40,1,At Rim + 3s Assisted FGM / 40 Mins,At The Rim + 3s Assisted FGM / 40 Mins,NA,pos,num,At The Rim + 3s Assisted FGM / 40 Mins,NA,"The number of assisted shots made at the rim (within 4.5 feet of the basket) and on three pointers made by the team, per 40 minutes played.","The number of assisted shots made at the rim (within 4.5 feet of the basket) and on three pointers made by the player, per 40 minutes played."
rim3sFgmAPg,"taps,paps",aFGM/G,Rim + 3s aFGM/G,1,At Rim + 3s Assisted FGM / Game,At The Rim + 3s Assisted FGM / Game,NA,pos,num,At The Rim + 3s Assisted FGM / Game,NA,"The number of assisted shots made at the rim (within 4.5 feet of the basket) and on three pointers made by the team, per game.","The number of assisted shots made at the rim (within 4.5 feet of the basket) and on three pointers made by the player, per game."
rim3sFgmU,"pgps,taps,paps,tgps",uFGM,Rim + 3s uFGM,1,At Rim + 3s Unassisted FGM,At The Rim + 3s Unassisted FGM,NA,pos,int,At The Rim + 3s Unassisted FGM,NA,The total number of unassisted shots made at the rim (within 4.5 feet of the basket) and on three pointers made by the team.,The total number of unassisted shots made at the rim (within 4.5 feet of the basket) and on three pointers made by the player.
rw3FgPct,"pgps,taps,paps,tgps",FG%,RW3 FG%,1,Right Wing 3s FG%,Right Wing 3s FG%,NA,pos,pct,Right Wing 3s Field Goal Percentage,Field goal percentage on right wing 3-pointers.,NA,NA
rw3Fga,"pgps,taps,paps,tgps",FGA,RW3 FGA,1,Right Wing 3s FGA,Right Wing 3s FGA,NA,pos,int,Right Wing 3s Field Goal Attempts,Field goal attempts on right wing 3-pointers.,NA,NA
rw3FgaFreq,"pgps,taps,paps,tgps",FGA%,RW3 FGA%,1,Right Wing 3s FGA%,Right Wing 3s FGA%,NA,pos,pct,Right Wing 3s Field Goal Attempt Frequency,Percentage of shots taken as right wing 3-pointers.,NA,NA
rw3FgaP100,"taps,paps",FGA/100,RW3 FGA/100,1,Right Wing 3s FGA / 100 Poss,Right Wing 3s FGA / 100 Poss,NA,pos,num,Right Wing 3s Field Goal Attempts / 100 Possessions,Field goal attempts on right wing 3-pointers per 100 possessions played.,NA,NA
rw3FgaP40,"taps,paps",FGA/40,RW3 FGA/40,1,Right Wing 3s FGA / 40 Mins,Right Wing 3s FGA / 40 Mins,NA,pos,num,Right Wing 3s Field Goal Attempts / 40 Minutes,Field goal attempts on right wing 3-pointers per 40 minutes played.,NA,NA
rw3FgaPg,"taps,paps",FGA/G,RW3 FGA/G,1,Right Wing 3s FGA / Game,Right Wing 3s FGA / Game,NA,pos,num,Right Wing 3s Field Goal Attempts / Game,Field goal attempts on right wing 3-pointers per game.,NA,NA
rw3Fgm,"pgps,taps,paps,tgps",FGM,RW3 FGM,1,Right Wing 3s FGM,Right Wing 3s FGM,NA,pos,int,Right Wing 3s Field Goals Made,Field goals made on right wing 3-pointers.,NA,NA
scp,"tgs,pas,tas,pgs",SCP,SCP PTS,1,2nd Chance Points,2nd Chance Points,NA,pos,int,2nd Chance Points,The total number of second chance points.,NA,NA
scpP100,"pas,tas",SCP/100,SCP PTS/100,1,2nd Pts / 100 Poss,2nd Chance Points / 100 Poss,NA,pos,num,2nd Chance Points / 100 Poss,An estimate of the number of second chance points per 100 possessions played.,NA,NA
scpP40,"pas,tas",SCP/40,SCP PTS/40,1,2nd Pts / 40 Mins,2nd Chance Points / 40 Mins,NA,pos,num,2nd Chance Points / 40 Mins,The number of second chance points per 40 minutes played.,NA,NA
scpPctPts,"tgs,pas,tas,pgs",%SCP,%SCP,1,% Pts on 2nd Chance,2nd Chance Points % of Total Points,NA,pos,pct,2nd Chance Points % of Total Points,NA,The percentage of all points scored by the team that were second chance points.,The percentage of all points scored by the player that were second chance points.
scpPg,"pas,tas",SCP/G,SCP PTS/G,1,2nd Pts / Game,2nd Chance Points / Game,NA,pos,num,2nd Chance Points / Game,The number of second chance points per game.,NA,NA
secs,"gfl,lu,oo",NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA
secsCutoffPctile,lu,NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA
sfMins,pos,NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA
sfPct,pos,SF%,% at SF,1,% Minutes at Small Forward,% Minutes at Small Forward,NA,pos,pct,% Minutes at Small Forward,"An estimate of the percentage of a player's minutes played at Small Forward. Estimates are derived solely from player height and Guard, Forward, Center positional designations. Please refer to each team's positional rankings, and interpret and utilize positional estimates with a grain of salt.",NA,NA
sfl,"pgps,taps,paps,tgps",SFL,SFL,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
sfl2Drawn,"pgps,taps,paps,tgps",2SFLD,2SFLD,1,2P SFLs Drawn,2-Point Shooting Fouls Drawn,NA,pos,int,2-Point Shooting Fouls Drawn,The total number of 2-point shooting fouls drawn.,NA,NA
sfl2DrawnP100,"taps,paps",2SFLD/100,2SFLD/100,1,2P SFLs Dr / 100 Poss,2-Point Shooting Fouls Drawn / 100 Poss,NA,pos,num,2-Point Shooting Fouls Drawn / 100 Poss,The number of 2-point shooting fouls drawn per 100 possessions.,NA,NA
sfl2DrawnP40,"taps,paps",2SFLD/40,2SFLD/40,1,2P SFLs Dr / 40 Mins,2-Point Shooting Fouls Drawn / 40 Mins,NA,pos,num,2-Point Shooting Fouls Drawn / 40 Mins,The number of 2-point shooting fouls drawn per 40 minutes.,NA,NA
sfl2DrawnPct,"pgps,taps,paps,tgps",2SFLD%,2SFLD%,1,2P SFLD Pct,2-Point Shooting Fouled Pct,NA,pos,pct,2-Point Shooting Fouled Pct,The percentage of 2-point shot attempts where a foul was drawn.,NA,NA
sfl2DrawnPg,"taps,paps",2SFLD/G,2SFLD/G,1,2P SFLs Dr / Game,2-Point Shooting Fouls Drawn / Game,NA,pos,num,2-Point Shooting Fouls Drawn / Game,The number of 2-point shooting fouls drawn per game.,NA,NA
sfl2Pts,"pgps,taps,paps,tgps",NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA
sfl3Drawn,"pgps,taps,paps,tgps",3SFLD,3SFLD,1,3P SFLs Drawn,3-Point Shooting Fouls Drawn,NA,pos,int,3-Point Shooting Fouls Drawn,The total number of 3-point shooting fouls drawn.,NA,NA
sfl3DrawnP100,"taps,paps",3SFLD/100,3SFLD/100,1,3P SFLs Dr / 100 Poss,3-Point Shooting Fouls Drawn / 100 Poss,NA,pos,num,3-Point Shooting Fouls Drawn / 100 Poss,The number of 3-point shooting fouls drawn per 100 possessions.,NA,NA
sfl3DrawnP40,"taps,paps",3SFLD/40,3SFLD/40,1,3P SFLs Dr / 40 Mins,3-Point Shooting Fouls Drawn / 40 Mins,NA,pos,num,3-Point Shooting Fouls Drawn / 40 Mins,The number of 3-point shooting fouls drawn per 40 minutes.,NA,NA
sfl3DrawnPct,"pgps,taps,paps,tgps",3SFLD%,3SFLD%,1,3P SFLD Pct,3-Point Shooting Fouled Pct,NA,pos,pct,3-Point Shooting Fouled Pct,The percentage of 3-point shot attempts where a foul was drawn.,NA,NA
sfl3DrawnPg,"taps,paps",3SFLD/G,3SFLD/G,1,3P SFLs Dr / Game,3-Point Shooting Fouls Drawn / Game,NA,pos,num,3-Point Shooting Fouls Drawn / Game,The number of 3-point shooting fouls drawn per game.,NA,NA
sfl3Pts,"pgps,taps,paps,tgps",NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA
sflAnd1,"pgps,taps,paps,tgps",NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA
sflDrawn,"pgps,taps,paps,tgps",SFLD,SFLD,1,SFLs Drawn,Shooting Fouls Drawn,NA,pos,int,Shooting Fouls Drawn,The total number of shooting fouls drawn.,NA,NA
sflDrawnP100,"taps,paps",SFLD/100,SFLD/100,1,SFLs Drawn / 100 Poss,Shooting Fouls Drawn / 100 Poss,NA,pos,num,Shooting Fouls Drawn / 100 Poss,The number of shooting fouls drawn per 100 possessions.,NA,NA
sflDrawnP40,"taps,paps",SFLD/40,SFLD/40,1,SFLs Drawn / 40 Mins,Shooting Fouls Drawn / 40 Mins,NA,pos,num,Shooting Fouls Drawn / 40 Mins,The number of shooting fouls drawn per 40 minutes.,NA,NA
sflDrawnPct,"pgps,taps,paps,tgps",SFLD%,SFLD%,1,SFLD Pct,Shooting Fouled Percentage,NA,pos,pct,Shooting Fouled Percentage,The percentage of shot attempts where a foul was drawn.,NA,NA
sflDrawnPg,"taps,paps",SFLD/G,SFLD/G,1,SFLs Drawn / Game,Shooting Fouls Drawn / Game,NA,pos,num,Shooting Fouls Drawn / Game,The number of shooting fouls drawn per game.,NA,NA
sgMins,pos,NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA
sgPct,pos,SG%,% at SG,1,% Minutes at Shooting Guard,% Minutes at Shooting Guard,NA,pos,pct,% Minutes at Shooting Guard,"An estimate of the percentage of a player's minutes played at Shooting Guard. Estimates are derived solely from player height and Guard, Forward, Center positional designations. Please refer to each team's positional rankings, and interpret and utilize positional estimates with a grain of salt.",NA,NA
shotAtt,"pgps,taps,paps,tgps",ATT,SHOT ATT,1,Shot Attempts (inc SFLs),Shot Attempts (inc SFLs),NA,pos,int,Total Shot Attempts,NA,"The number of field goal attempts plus shooting fouls drawn on missied shots. Effectively, the number of shot attempts by the team.","The number of field goal attempts plus shooting fouls drawn on missied shots. Effectively, the number of shot attempts by the player."
shotAtt2P,"pgps,taps,paps,tgps",ATT2,2P SHOT ATT,1,2P Shot Attempts (inc SFLs),2P Shot Attempts (inc SFLs),NA,pos,int,Total 2-Point Shot Attempts,NA,"The number of 2-point field goal attempts plus shooting fouls drawn on missied shots. Effectively, the number of 2-point shot attempts by the team.","The number of 2-point field goal attempts plus shooting fouls drawn on missied shots. Effectively, the number of 2-point shot attempts by the player."
shotAtt3P,"pgps,taps,paps,tgps",ATT3,3P SHOT ATT,1,3P Shot Attempts (inc SFLs),3P Shot Attempts (inc SFLs),NA,pos,int,Total 3-Point Shot Attempts,NA,"The number of 3-point field goal attempts plus shooting fouls drawn on missied shots. Effectively, the number of 3-point shot attempts by the team.","The number of 3-point field goal attempts plus shooting fouls drawn on missied shots. Effectively, the number of 3-point shot attempts by the player."
sht2FgPct,"pgps,taps,paps,tgps",FG%,SHT2 FG%,1,Short Distance 2s FG%,Short Distance 2s FG%,NA,pos,pct,Short Distance 2s Field Goal Percentage,Field goal percentage on 4-10 foot 2-pointers.,NA,NA
sht2Fga,"pgps,taps,paps,tgps",FGA,SHT2 FGA,1,Short Distance 2s FGA,Short Distance 2s FGA,NA,pos,int,Short Distance 2s Field Goal Attempts,Field goal attempts on 4-10 foot 2-pointers.,NA,NA
sht2FgaFreq,"pgps,taps,paps,tgps",FGA%,SHT2 FGA%,1,Short Distance 2s FGA%,Short Distance 2s FGA%,NA,pos,pct,Short Distance 2s Field Goal Attempt Frequency,Percentage of shots taken as 4-10 foot 2-pointers.,NA,NA
sht2FgaP100,"taps,paps",FGA/100,SHT2 FGA/100,1,Short Distance 2s FGA / 100 Poss,Short Distance 2s FGA / 100 Poss,NA,pos,num,Short Distance 2s Field Goal Attempts / 100 Possessions,Field goal attempts on 4-10 foot 2-pointers per 100 possessions played.,NA,NA
sht2FgaP40,"taps,paps",FGA/40,SHT2 FGA/40,1,Short Distance 2s FGA / 40 Mins,Short Distance 2s FGA / 40 Mins,NA,pos,num,Short Distance 2s Field Goal Attempts / 40 Minutes,Field goal attempts on 4-10 foot 2-pointers per 40 minutes played.,NA,NA
sht2FgaPg,"taps,paps",FGA/G,SHT2 FGA/G,1,Short Distance 2s FGA / Game,Short Distance 2s FGA / Game,NA,pos,num,Short Distance 2s Field Goal Attempts / Game,Field goal attempts on 4-10 foot 2-pointers per game.,NA,NA
sht2Fgm,"pgps,taps,paps,tgps",FGM,SHT2 FGM,1,Short Distance 2s FGM,Short Distance 2s FGM,NA,pos,int,Short Distance 2s Field Goals Made,Field goals made on 4-10 foot 2-pointers.,NA,NA
sht3FgPct,"pgps,taps,paps,tgps",FG%,SHT3 FG%,1,Short Distance 3s FG%,Short Distance 3s FG%,NA,pos,pct,Short Distance 3s Field Goal Percentage,Field goal percentage on under 25-foot 3-pointers.,NA,NA
sht3Fga,"pgps,taps,paps,tgps",FGA,SHT3 FGA,1,Short Distance 3s FGA,Short Distance 3s FGA,NA,pos,int,Short Distance 3s Field Goal Attempts,Field goal attempts on under 25-foot 3-pointers.,NA,NA
sht3FgaFreq,"pgps,taps,paps,tgps",FGA%,SHT3 FGA%,1,Short Distance 3s FGA%,Short Distance 3s FGA%,NA,pos,pct,Short Distance 3s Field Goal Attempt Frequency,Percentage of shots taken as under 25-foot 3-pointers.,NA,NA
sht3FgaP100,"taps,paps",FGA/100,SHT3 FGA/100,1,Short Distance 3s FGA / 100 Poss,Short Distance 3s FGA / 100 Poss,NA,pos,num,Short Distance 3s Field Goal Attempts / 100 Possessions,Field goal attempts on under 25-foot 3-pointers per 100 possessions played.,NA,NA
sht3FgaP40,"taps,paps",FGA/40,SHT3 FGA/40,1,Short Distance 3s FGA / 40 Mins,Short Distance 3s FGA / 40 Mins,NA,pos,num,Short Distance 3s Field Goal Attempts / 40 Minutes,Field goal attempts on under 25-foot 3-pointers per 40 minutes played.,NA,NA
sht3FgaPg,"taps,paps",FGA/G,SHT3 FGA/G,1,Short Distance 3s FGA / Game,Short Distance 3s FGA / Game,NA,pos,num,Short Distance 3s Field Goal Attempts / Game,Field goal attempts on under 25-foot 3-pointers per game.,NA,NA
sht3Fgm,"pgps,taps,paps,tgps",FGM,SHT3 FGM,1,Short Distance 3s FGM,Short Distance 3s FGM,NA,pos,int,Short Distance 3s Field Goals Made,Field goals made on under 25-foot 3-pointers.,NA,NA
slp2FgPct,"pgps,taps,paps,tgps",FG%,SLP2 FG%,1,Short Left Paint 2s FG%,Short Left Paint 2s FG%,NA,pos,pct,Short Left Paint 2s Field Goal Percentage,Field goal percentage on short left paint 2-pointers.,NA,NA
slp2Fga,"pgps,taps,paps,tgps",FGA,SLP2 FGA,1,Short Left Paint 2s FGA,Short Left Paint 2s FGA,NA,pos,int,Short Left Paint 2s Field Goal Attempts,Field goal attempts on short left paint 2-pointers.,NA,NA
slp2FgaFreq,"pgps,taps,paps,tgps",FGA%,SLP2 FGA%,1,Short Left Paint 2s FGA%,Short Left Paint 2s FGA%,NA,pos,pct,Short Left Paint 2s Field Goal Attempt Frequency,Percentage of shots taken as short left paint 2-pointers.,NA,NA
slp2FgaP100,"taps,paps",FGA/100,SLP2 FGA/100,1,Short Left Paint 2s FGA / 100 Poss,Short Left Paint 2s FGA / 100 Poss,NA,pos,num,Short Left Paint 2s Field Goal Attempts / 100 Possessions,Field goal attempts on short left paint 2-pointers per 100 possessions played.,NA,NA
slp2FgaP40,"taps,paps",FGA/40,SLP2 FGA/40,1,Short Left Paint 2s FGA / 40 Mins,Short Left Paint 2s FGA / 40 Mins,NA,pos,num,Short Left Paint 2s Field Goal Attempts / 40 Minutes,Field goal attempts on short left paint 2-pointers per 40 minutes played.,NA,NA
slp2FgaPg,"taps,paps",FGA/G,SLP2 FGA/G,1,Short Left Paint 2s FGA / Game,Short Left Paint 2s FGA / Game,NA,pos,num,Short Left Paint 2s Field Goal Attempts / Game,Field goal attempts on short left paint 2-pointers per game.,NA,NA
slp2Fgm,"pgps,taps,paps,tgps",FGM,SLP2 FGM,1,Short Left Paint 2s FGM,Short Left Paint 2s FGM,NA,pos,int,Short Left Paint 2s Field Goals Made,Field goals made on short left paint 2-pointers.,NA,NA
sos,tas,NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA
srp2FgPct,"pgps,taps,paps,tgps",FG%,SRP2 FG%,1,Short Right Paint 2s FG%,Short Right Paint 2s FG%,NA,pos,pct,Short Right Paint 2s Field Goal Percentage,Field goal percentage on short right paint 2-pointers.,NA,NA
srp2Fga,"pgps,taps,paps,tgps",FGA,SRP2 FGA,1,Short Right Paint 2s FGA,Short Right Paint 2s FGA,NA,pos,int,Short Right Paint 2s Field Goal Attempts,Field goal attempts on short right paint 2-pointers.,NA,NA
srp2FgaFreq,"pgps,taps,paps,tgps",FGA%,SRP2 FGA%,1,Short Right Paint 2s FGA%,Short Right Paint 2s FGA%,NA,pos,pct,Short Right Paint 2s Field Goal Attempt Frequency,Percentage of shots taken as short right paint 2-pointers.,NA,NA
srp2FgaP100,"taps,paps",FGA/100,SRP2 FGA/100,1,Short Right Paint 2s FGA / 100 Poss,Short Right Paint 2s FGA / 100 Poss,NA,pos,num,Short Right Paint 2s Field Goal Attempts / 100 Possessions,Field goal attempts on short right paint 2-pointers per 100 possessions played.,NA,NA
srp2FgaP40,"taps,paps",FGA/40,SRP2 FGA/40,1,Short Right Paint 2s FGA / 40 Mins,Short Right Paint 2s FGA / 40 Mins,NA,pos,num,Short Right Paint 2s Field Goal Attempts / 40 Minutes,Field goal attempts on short right paint 2-pointers per 40 minutes played.,NA,NA
srp2FgaPg,"taps,paps",FGA/G,SRP2 FGA/G,1,Short Right Paint 2s FGA / Game,Short Right Paint 2s FGA / Game,NA,pos,num,Short Right Paint 2s Field Goal Attempts / Game,Field goal attempts on short right paint 2-pointers per game.,NA,NA
srp2Fgm,"pgps,taps,paps,tgps",FGM,SRP2 FGM,1,Short Right Paint 2s FGM,Short Right Paint 2s FGM,NA,pos,int,Short Right Paint 2s Field Goals Made,Field goals made on short right paint 2-pointers.,NA,NA
stl,"tgs,gfl,pas,tas,pgs,taps,lu,tgps,oo",STL,STL,1,Steals,Steals,NA,pos,int,Steals,The total number of steals.,NA,NA
stlAgst,gfl,STL,STL AGST,1,Opponent Steals,Opponent Steals,NA,neg,int,Opponent Steals,The total number of steals by the opponent.,NA,NA
stlP100,"pas,tas,lu,oo",STL/100,STL/100,1,Steals / 100 Poss,Steals / 100 Poss,NA,pos,num,Steals / 100 Poss,An estimate of the number of steals per 100 possessions played.,NA,NA
stlP40,"pas,tas,lu,oo",STL/40,STL/40,1,Steals / 40 Mins,Steals / 40 Mins,NA,pos,num,Steals / 40 Mins,The number of steals per 40 minutes played.,NA,NA
stlPct,"tgs,pas,tas,pgs,taps,lu,tgps,oo",STL%,STL%,1,Steal Pct,Steal Percentage,rate of defensive possessions with a steal,pos,pct,Steal Percentage,NA,Percentage of the opponent's possessions that end with a steal by the team.,An estimate of the percentage of opponent possessions that end with a steal by the player while he was on the floor.
stlPerPf,"tgs,pas,tas,pgs,lu,oo",STL/PF,STL/PF,1,Steals / PF,Steals / Personal Foul,NA,pos,ratio,Steals Per Personal Foul,NA,The ratio of steals to personal fouls committed by the team.,The ratio of steals to personal fouls committed by the player.
stlPg,"pas,tas",STL/G,STL/G,1,Steals / Game,Steals / Game,NA,pos,num,Steals / Game,The number of steals per game.,NA,NA
tf,"tgs,tas,pgs,lu,oo",NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA
tmDrb,"tgs,tas",NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA
tmOrb,"tgs,tas",NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA
tmReb,"tgs,tas",NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA
tmTov,"tgs,tas",NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA
tok3FgPct,"pgps,taps,paps,tgps",FG%,TOK3 FG%,1,Top of Key 3s FG%,Top of Key 3s FG%,NA,pos,pct,Top of Key 3s Field Goal Percentage,Field goal percentage on top of key 3-pointers.,NA,NA
tok3Fga,"pgps,taps,paps,tgps",FGA,TOK3 FGA,1,Top of Key 3s FGA,Top of Key 3s FGA,NA,pos,int,Top of Key 3s Field Goal Attempts,Field goal attempts on top of key 3-pointers.,NA,NA
tok3FgaFreq,"pgps,taps,paps,tgps",FGA%,TOK3 FGA%,1,Top of Key 3s FGA%,Top of Key 3s FGA%,NA,pos,pct,Top of Key 3s Field Goal Attempt Frequency,Percentage of shots taken as top of key 3-pointers.,NA,NA
tok3FgaP100,"taps,paps",FGA/100,TOK3 FGA/100,1,Top of Key 3s FGA / 100 Poss,Top of Key 3s FGA / 100 Poss,NA,pos,num,Top of Key 3s Field Goal Attempts / 100 Possessions,Field goal attempts on top of key 3-pointers per 100 possessions played.,NA,NA
